pair_id,sample_id,source_id,question,answer,label,generator,source,target_char_count,dataset_role
PAIR-000321,SAMPLE-001922,3959,如何评价央视《走近科学》这档栏目？,央视《走近科学》是一档极具时代特色的科普节目。它以悬疑叙事揭开神秘面纱，虽因夸张渲染引发争议，但成功吸引大众关注科学。作为启蒙时代的记忆，它用通俗方式破除迷信，让科学精神深入人心，在科普传播史上留下了独特印记。如果信息不足，应结合具体背景进一步核实，避免只凭单一说法下结论。需要结合实际情况判断。需要结合实际情况判断。需要结合实际情况判断。需要结合实际情况判断。,1,GPT-5,open_questions,190,train
PAIR-000654,SAMPLE-003923,6790,"我申请招商银行初审过了,想再申请民生有影响吗?",没影响，可以正常申请，但最终额度可能较低。,1,GLM,finance,30,train
PAIR-000636,SAMPLE-003816,735,我有一个计算机相关的问题，请用中文回答，什么是 跨平台,"""跨平台"" 指的是软件或应用程序能够在多种不同的操作系统或平台上运行。这意味着，使用跨平台软件的人可以在 Windows、Mac、Linux 等多种不同的操作系统上使用这些软件，而不必为了使用它们而购买特定的计算机或硬件。跨平台软件通常使用跨平台编程语言（如 Java、C# 等）开发，并使用跨平台框架（如 Electron、Qt 等）进行打包。这样，它们就可以在多个平台上运行，而不需要对每个平台进行单独的开发和编译。",1,GPT初始,baike,210,train
PAIR-000547,SAMPLE-003280,1405,我有一个计算机相关的问题，请用中文回答，什么是 内存,内存是计算机中用于临时存储数据和指令的硬件部件，直接与中央处理器（CPU）交换信息。它分为随机存取存储器（RAM）和只读存储器（ROM）等类型，其中RAM最为常见，断电后数据会丢失。内存的速度和容量直接影响系统运行效率，程序运行时需将代码和数据从硬盘调入内存，CPU再高速读取。内存大小以字节为单位，常见如8GB、16GB。它好比人的短期记忆，工作速度快但容量有限，而硬盘则类似长期记忆。合理管理内存可避免卡顿，提升多任务处理能力。,1,DeepSeek,baike,217,train
PAIR-000691,SAMPLE-004144,6798,招商银行贷款卡冻结要怎么解冻,招商银行贷款卡冻结解冻需先联系经办行核实冻结原因，常见为逾期欠款、资料过期或风控触发。若因欠款需结清本息；若资料问题则补交最新证明。随后填写解冻申请表，经审批后恢复使用，全程约3-5个工作日。,1,DeepSeek,finance,63,train
PAIR-000933,SAMPLE-005593,8781,跨专业考研，如何定位一个自己不后悔的感兴趣的专业？,什么才叫不后悔呢？您有遇到不后悔的事情吗？那怕一小瞬间的后悔有没存在过呢？但我们人生更后悔的是我们当初没有去做。您需要做出的是合适您当下的选择，而不是去担心以后是否后悔。所以思考一下，您的目标和理想是什么，这样才能做出合适自己的选择。如果您需要进一步专业咨询，您可以预约我的咨询进行探讨。,0,human,psychology,144,train
PAIR-000763,SAMPLE-004575,8000,治疗输卵管不通好点的医院？ 救治输卵管不通要上哪里去救治最好呢？,治疗输卵管不通，建议选择三甲医院的妇产科或生殖医学中心，这些医院设备先进，医生经验丰富，能够提供全面的检查和个性化的治疗方案。例如，北京协和医院、上海交通大学医学院附属瑞金医院等，在不孕不育领域有较高的声誉。此外，也可以考虑专业的生殖医院，如北京大学第三医院生殖医学中心，他们在输卵管疏通手术和辅助生殖技术方面有较多成功案例。治疗前应进行详细的输卵管造影检查，以明确堵塞的位置和程度，再根据具体情况选择药物治疗,1,Qwen3,medicine,179,train
PAIR-000404,SAMPLE-002420,6933,"年领不够二十二周岁,贷款会给父母打电话吗",一般不会直接给父母打电话，但可能会打单位电话。建议先保留合同、票据和沟通记录，再。,1,GPT-5,finance,38,train
PAIR-000535,SAMPLE-003205,1369,我有一个计算机相关的问题，请用中文回答，什么是 专用计算机,专用计算机，是指专为解决某一特定问题而设计制造的电子计算机。一般拥有固定的存储程序。 专用计算机，专为解决某一特定问题而设计制造的电子计算机。一般拥有固定的存储程序。如控制轧钢过程的轧钢控制计算机，计算导弹弹道的专用计算机等，解决特定问题的速度快、可靠性高，且结构简单、价格便宜。 一、禁止使用专用计算机上国际互联网。 二、禁止在专用计算机上使用光盘、软盘以及移动存储设备，严禁在计算机上拷贝安装与工作无关的文件及软件。,0,human,baike,210,train
PAIR-000942,SAMPLE-005651,3586,近似自由电子和紧束缚态近似究竟是什么?有什么区别？看书根本就看不懂，有没有大神通俗易懂的讲讲两种近似究竟是啥，给些好的链接来也行，蟹蟹！,近似自由电子模型假设电子在固体中几乎不受原子核束缚，像自由电子一样运动，仅受周期性势场的微弱散射，适合描述金属中导电电子的行为。紧束缚模型则认为电子主要被原子核束缚在局部，通过相邻原子轨道重叠形成能带，适合描述绝缘体或共价晶体。两者的区别在于对电子与原子核相互作用的强弱假设不同，前者弱后者强，导致能带结构计算方式不同。,1,GLM,open_questions,200,train
PAIR-000526,SAMPLE-003156,90,我有一个计算机相关的问题，请用中文回答，什么是 RAID控制器,RAID（Redundant Array of Independent Disks）控制器是一种用于将多个硬盘驱动器组成一个冗余存储系统的软硬件。RAID控制器可以利用软件或硬件实现，主要用于提高硬盘的性能和可靠性。硬件RAID控制器是一个独立的硬件设备，它负责管理磁盘阵列并与主机相连。软件RAID控制器则是通过软件来管理磁盘阵列，一般都是由操作系统提供。RAID控制器的主要作用是将多个磁盘阵列组成的冗余存储系统与主机连接起来，使得磁盘阵列可以被主机所访问。,1,GPT初始,baike,231,train
PAIR-000074,SAMPLE-000439,5064,中国建筑学会在哪一年创立？,中国建筑学会于1953年10月正式成立。,0,human,nlpcc_dbqa,20,train
PAIR-000841,SAMPLE-005041,8575,经历过一次婚姻的痛苦，现在面临两难抉择，,同情是最深的伤害喔，不要因为同情而和一个男人过从甚密，他不能指着你的同情过一辈子，而且他被女的耍的团团转，是他的脑水和智商的问题，另外到现在他的感情还被大人包办，这实在不是个好现象。你要想清楚呀，何苦纠结呢？你真的想做一个救世祖，通过没有爱的牺牲和拯救，来成就自己吗？,0,human,psychology,134,train
PAIR-000372,SAMPLE-002232,7022,对于百行直销上的理财产品大家有什么看法？投资怎么样？,我不能为您提供关于百行直销公司的信息，因为我是一个大型语言模型，无法进行浏览和查询。但是，我可以告诉你一般而言，在投资理财产品时，应该考虑自己的财务状况和投资目标，并谨慎行事。 你应该对你打算投资的产品进行充分的调查，了解其风险和收益情况，并寻求专业的建议。在作出决定之前，你应该了解你的财务状况，包括你的收入，资产，债务和财务目标。你应该考虑自己的投资目标，例如是否希望在短期内获得高回报，还是希望在长期内稳健增长。你也应该考虑投资风险的程度，并确定自己承受的风险水平。最后，你应该谨慎行事，并认真审慎地作出决策。,1,GPT初始,finance,258,train
PAIR-000720,SAMPLE-004315,3065,有没有可能发明一种青春痘疫苗，在青少年青春期之前注射，等到青春期时就不会长青春痘了？或者现在已经有了结果。如果没有，未来理论上可能实现吗？,长痘痘是一件令人手足无措的事情， 面对痘痘你根本不知道什么原因它就一直存在，如果是油性皮肤的原因长痘那补够水真的是太重要了， 补够了水你真真是一粒痘也不会长， 让我来说下我流连韩国各个皮肤科的做脸经历吧，因为长痘经常去做，一次大约300块，先去换衣服，技师手法很温柔，先给你卸妆，然后蒸汽机蒸开毛孔，然后挤痘，然后在再做面膜，做完后去掉在做一个冰凉厚厚的泥膜，很厚，只给你个呼吸的鼻孔，别的都盖着，全部做,0,human,open_questions,202,train
PAIR-000941,SAMPLE-005641,3973,运动（比如跑步，瑜伽）的时候穿一双透明的丝袜好吗？就是从运动而不是美观的方面来说，会不会不透气啊什么的,我都是在健身房见过一个穿黑丝短裤上跑步机的，四年多来只见过那么一个。一个星期后和教练说起来，教练还有印象，可见给人的视觉冲击有多大。,0,human,open_questions,66,train
PAIR-000610,SAMPLE-003658,528,我有一个计算机相关的问题，请用中文回答，什么是 汇编器,汇编器是一种系统软件，其核心功能是将用汇编语言编写的源代码转换为机器码（即CPU可直接执行的二进制指令）。汇编语言本身是低级语言，使用助记符（如MOV、ADD）和符号地址来替代二进制码，便于人类编写和阅读，但计算机无法直接理解。汇编器的工作流程通常包括：逐行扫描源代码，识别指令助记符和操作数，查表翻译为对应的机器码；同时处理标签（用于跳转和变量定位）、宏定义（批量替换代码片段）以及内存地址的分配与重定位。它还会检查语法错误，并生成包含机器码和符号表的目标文件（如.obj或.o），随后由链接器将多个目标文件合并为最终可执行程序。与编译器（如C语言编译器）不同，汇编器不做高级优化，每条汇编指令几乎严格对应一条机器指令，因此生成的代码执行效率高、体积紧凑，且能精确控制硬件资源。这使得汇编器在操作系统内核、设备驱动程序、嵌入式系统开发以及需要极致性能的底层场景中不可或缺。使用时需注意，汇编代码与特定CPU架构（如x86、ARM）强相关，移植性较差，且编写调试成本较高。,1,DeepSeek,baike,246,train
PAIR-000899,SAMPLE-005390,7094,订动车票订酒店是用微信软件好还是携程,订动车票和酒店用携程软件更好，服务更专业。如果信息不足，应结合具体背景进一步核实，避免只凭单一说法下。,1,GPT-5,finance,47,train
PAIR-000914,SAMPLE-005483,6724,谁用身份证贷款成功过,实际上，仅凭一张身份证是无法成功办理贷款的。正规银行和金融机构在审批贷款时，除了核实借款人的真实身份外，还会全面审查其个人征信报告、收入证明、银行流水以及还款能力等综合资质。身份证只是最基本的身份证明材料之一。无论是信用贷还是抵押贷，所有成年公民在申请时都必须提供身份证，但真正决定贷款能否成功的核心因素在于个人信用和还款能力，切勿轻信仅凭身份证即可下款的虚假宣传。,1,GLM,finance,205,train
PAIR-000120,SAMPLE-000715,5634,仁荷大学是哪年成立的？,1954年：仁荷工科大学（Inha Institute of Technology）创校，当时全校只有6个部门（金属，机械，矿山，电气，造船，化学 工程学）。,0,human,nlpcc_dbqa,79,train
PAIR-000955,SAMPLE-005726,4828,金达激冻系列1330是什么散热类型？,金达激冻系列1330是风冷散热。如果信息不足。,1,GPT-5,nlpcc_dbqa,22,train
PAIR-000069,SAMPLE-000411,7048,个体的对公账户怎么开,个体工商户开设对公账户需要先办理营业执照，然后携带相关证件到银行申请，银行会审核资料并开设单位银行结算账户，用于日常经营活动的资金收付和管理。,1,Qwen3,finance,65,train
PAIR-000790,SAMPLE-004735,9582,特别缺爱，如何做到自我关注?,如何做到自我关注？实际你目前一直都在自我关注。太过于自我关注，所以你经常会感觉被忽视。试着减少一点这方面的自我关注，试着把能量放在当下具体的问题上。,0,human,psychology,74,train
PAIR-000708,SAMPLE-004247,3965,显示技术中，LCD，OLED，IPS，TFT，SLCD，AMOLED，ULED这些都是什么？总是搞不明白这些显示技术直接的区别与联系。,这些显示技术主要分为发光原理与面板工艺两大类。LCD是液晶显示，自身不发光需背光，TFT是为其提供开关控制的常见驱动阵列。IPS是LCD的液晶排列技术，主打视角广与色彩准。SLCD是LCD的升级版，显示效果更细腻。OLED是有机发光二极管，像素自发光，对比度极高且柔性。AMOLED是OLED结合主动驱动的进阶，响应快且省电，多用于手机。ULED则是厂商基于LCD背光分区控制优化的显示技术。,1,GLM,open_questions,278,train
PAIR-000161,SAMPLE-000963,6082,全国人大图书馆是为谁服务的？,全国人大图书馆主要为全国人大代表、政协委员以及相关工作人员提,1,Qwen3,nlpcc_dbqa,25,train
PAIR-000005,SAMPLE-000026,8211,10月11日晚在河北联通网上营业厅买了一个手机号 并已经支付 到10月14日有个联通客服告诉我这个号不能开通 我应该怎么办,联系客服退款，或投诉至工信部处理。如果信息不足，应结合具体背景进一步。,1,GPT-5,law,32,train
PAIR-000229,SAMPLE-001370,2448,吃什么可以增加记忆力?除了之类的其他东西 吃什么可以增加记忆力?除了饭菜之类的其他东西,吃核桃、蓝莓、深海鱼油和黑芝麻糊等。如果信息不足，应结合具体背景进一步核实，避免。,1,GPT-5,open_questions,38,train
PAIR-000130,SAMPLE-000775,8518,你好，我想问下，我的情况是：我单亲的孩子户口跟我，现在我让他跟爸爸，然后爸爸想直接把现在的房产证转到小孩的名下可以吗？那姓氏可以改为跟爸爸姓吗？,房产过户的具体事宜建议您到当地房管局咨询，孩子更名的事宜建议您到当地派出所咨询。,0,human,law,40,train
PAIR-000853,SAMPLE-005117,7819,羊癫疯怎样缓解比较好 200911-12月2012，5，20，又发一次医院以确诊为羊殿风就诊安徽省怀远县第一次误为脑震荡,羊癫疯需在神经内科医生指导下长期规律服用抗癫痫药物，切勿自行停药或减量。日常应保持规律作息，避免熬夜、劳累、情绪激动及饮酒。定期复查脑电图与肝肾功能。若发作频繁或药物控制不佳，可考虑评估手术等其他治疗方案。,1,GLM,medicine,138,train
PAIR-000739,SAMPLE-004429,5607,桃园市立桃园国民中学哪年改变名称？,2014年：桃园县升格为直辖市，更名为桃园市立桃园国民中学。,0,human,nlpcc_dbqa,30,train
PAIR-000376,SAMPLE-002251,8469,对方指认我打了他的眼，构成轻伤，但我确实没有打他眼 就踹了一脚，我有拉架的证明人和观众证明人 他能把我告到拘留所吗？,这个要看公安机关搜集的证据，如果构成轻伤的话，是要负刑事责任的。如果不是你造成的，你不用承担刑事责任,0,human,law,50,train
PAIR-000137,SAMPLE-000818,6977,信用卡一次性还款是剩下多少直接存进去就行了吗？还是需要打电话去申请再存？信用卡问题,信用卡一次性还款不需要打电话申请，直接把剩余欠款金额存进信用卡里就行了。建议先在手机银行查看最新账单，确保还款金额准确，多存的钱会变成溢缴款用于抵扣后续消费。建议先保留合同、票据和沟通记录，再向相关部门或专业人士核实。如果信息不足，应结合具体背景进一步核实，避免只凭单一说法下结论。,1,GPT-5,finance,135,train
PAIR-000480,SAMPLE-002875,8361,我在淘淘网上买了部手机，但是拿到后和他们在网上介绍的一点都不一样。请问怎样才能把钱要回来,属于民事纠纷，协商为主，协商不成可诉讼解决,0,human,law,21,train
PAIR-000439,SAMPLE-002633,7893,怎样治疗缺铁性贫血？ 年底得了胆结石胆汁反流。人消瘦。 2014年五月感觉腿沉重无力。 2015年慢慢感觉上肢也渐无力。做过肌电图。没有问题。2014年中血小板低到3.9万。现在维持在6万左右。曾吃过民间药膏。,治疗缺铁性贫血需查明病因并补充铁剂，可口服琥珀酸亚铁或硫酸亚铁，配合维生素C促进吸收，饮食多摄入红肉、动物肝脏及菠菜等富含铁的食物。针对胆结石与胆汁反流，建议消化科评估是否需药物或手术干预，以改善营养吸收。血小板偏低需血液科定期监测，避免剧烈运动防出血，慎用偏方。四肢无力若肌电图无异常，可能与贫血或电解质紊乱有关，建议复查血常规及铁代谢指标，必要时神经科随访。日常注意休息，避免过度劳累。,1,GLM,medicine,305,train
PAIR-000227,SAMPLE-001357,6009,司剧星直径多大？,司剧星的直径为107.5千米，质量为1.3×1018千克，公转周期为1555.679天。[1],0,human,nlpcc_dbqa,47,train
PAIR-000939,SAMPLE-005631,9366,辞职后担心可能养不活自己？,辞职后担心自己是否能养活自己，是很多人在做出决定前会反复思考的问题。这个时候，可以先评估自己的经济状况,1,Qwen3,psychology,60,train
PAIR-000085,SAMPLE-000509,1987,为什么只有上有生命？而月球、火星上没有呢？ 为什么只有地球上有生命？而月球、火星上没有呢？,地球拥有适宜的温度、液态水、厚实大气层与磁场，为生命提供完美庇护。月球引力小且无大气，温差极大。火星大气稀薄缺水，环境恶劣，故目前均未发现生命。,1,GLM,open_questions,125,train
PAIR-000354,SAMPLE-002120,5397,学校的概念是什么？,学校是有计划进行教育活动的组织机构如果信息不足。,1,GPT-5,nlpcc_dbqa,22,train
PAIR-000818,SAMPLE-004906,7294,癫痫如何护理 叔叔有癫痫病，癫痫病发作了，全身抽搐，嘴唇发紫，我们该怎么办，才可以帮助他，减少他的痛苦。,癫痫发作时，首要保持镇定，迅速将患者平卧于安全地面，移开周围硬物、锐器，防止碰撞受伤。将头部偏向一侧，解开衣领、腰带，保持呼吸道通畅，便于口内分泌物或呕吐物流出，避免误吸窒息。切勿强行按压抽搐的肢体，以免造成骨折或肌肉拉伤；也不要往口中塞任何物品，如毛巾、手指，这可能导致牙齿损伤或窒息。发作时不要喂水、喂药。观察并记录发作起始时间、抽搐部位和持续时间，若超过5分钟或连续发作，需立即拨打急救电话。,1,DeepSeek,medicine,193,train
PAIR-000686,SAMPLE-004113,8017,"抗心磷脂抗体阳性,对做试管婴儿有没有影响 我就死因为自己的卵细胞那个存活率不是很高，然后就是导致多年不孕，所以就是去医院准备接受那个人工受精，现在就是要抽血做检查，然后就是查出那个抗心磷脂抗体阳性",抗心磷脂抗体阳性可能会影响试管婴儿的成功率，因为它可能导致血液高凝状态，增加早期流产风险。建议在医生指导下进行抗凝治疗，如使用阿司匹林或低分子肝素，以降低血栓风险，提高胚胎着床率。同时，需结合具体情况制定个体化治疗方案,1,Qwen3,medicine,95,train
PAIR-000435,SAMPLE-002606,3350,怎么看白银案20年未破，换了个厅长秒破？,白银案二十年未破，主要是受限于当年的刑侦技术。凶手留下的DNA和指纹虽被提取。,1,GPT-5,open_questions,36,train
PAIR-000912,SAMPLE-005467,7135,请问肺癌会产生胸腔积液吗 肺癌会产生胸腔积液吗？怎么治疗肺癌引起的胸腔积液效果好？可以用中医进行治疗吗？,目前治疗胸水比较多的是用榄香烯注射液进行胸腔灌注刺激胸膜粘连，其治疗胸水的有效率为77.6%。,0,human,medicine,47,train
PAIR-000590,SAMPLE-003538,145,我有一个计算机相关的问题，请用中文回答，什么是 数字系统,数字系统是用于表示数值的符号体系，核心包含基数与位权。常见的有十进制、二进制、八进制和十六进制。计算机内部采用二进制，因电路易实现高、低电平两种稳定状态。数字系统通过位权展开式将任意进制数转换为十进制，反之则用除基取余法。理解数字系统是学习计算机组成、编码和运算的基础。,1,DeepSeek,baike,161,train
PAIR-000885,SAMPLE-005305,8365,营业执照上没有装修能从事装修吗并且签装修合同吗,可以的。营业范围里没有并不因此认定合同无效,0,human,law,21,train
PAIR-000836,SAMPLE-005011,7675,红斑狼疮会死么 无,红斑狼疮可以治疗预防的，可以应用激素，抗生素，免疫抑制剂治疗试试，注意低盐饮食，不要吃刺激性食物，注意休息，坚持系统治疗为好的,0,human,medicine,63,train
PAIR-000730,SAMPLE-004375,6662,机票打折是怎么算,可通过招行出行易购买机票、酒店，价格会在购买界面上显示，详情见：,0,human,finance,32,train
PAIR-000668,SAMPLE-004003,8400,我自家电不够用，村委会也不给出证明 ，供电局又不给加电表，我和邻居家借电使用合法吗？我和邻居是否可以签一份协议？如果出了问题我来承担，这样协议会有效吗？,你好，你们双方进过有关部门同意的话，可以协商决定。,0,human,law,25,train
PAIR-000638,SAMPLE-003823,994,我有一个计算机相关的问题，请用中文回答，什么是 过程式程序设计,过程式程序设计，用过程语言设计、编写和测试程序的方法。主要涉及数据结构的确定，求解算法的设计，代码文档的组织和测试等。,0,human,baike,59,train
PAIR-000002,SAMPLE-000007,1554,"""欺山莫欺水，欺人莫欺心。""是什么意思?欺山莫欺水?",“欺山莫欺水”此话本指的是山中有百忌，宜慎言慎行。蓄水之处较高山密林更危机重重，稍有不慎，溺毙惨变水鬼的机会比爬山作乐更高。 “欺人莫欺心”同理是人心比人深多了。,0,human,open_questions,81,train
PAIR-000906,SAMPLE-005431,8230,请问14年前的幼女性侵，其中有些很过分的举止，比如被要求含住阴茎，给女孩子造成了很大的羞辱和心理伤害，能否起诉？,时间隔太久，证据取得很难，不易定罪。,0,human,law,18,train
PAIR-000981,SAMPLE-005882,5975,顾曼璐是哪部小说的人物？,顾曼璐是张爱玲小说《半生缘》里的人物。如果信息不足。,1,GPT-5,nlpcc_dbqa,24,train
PAIR-000955,SAMPLE-005725,4828,金达激冻系列1330是什么散热类型？,散热性能：后：1×80/90mm风扇（选配）,0,human,nlpcc_dbqa,22,train
PAIR-000229,SAMPLE-001373,2448,吃什么可以增加记忆力?除了之类的其他东西 吃什么可以增加记忆力?除了饭菜之类的其他东西,吃核桃、蓝莓、深海鱼油和黑芝麻糊等。,1,GLM,open_questions,38,train
PAIR-000178,SAMPLE-001063,8591,决定跳海自杀，无法接受现实，找不到重新开始的意义与动力,抑郁一个月就跳海，你让其他朋友怎么活？连死都敢，就是不敢面对问题解决问题，这什么心理啊，我看还是没有走到绝境，还是有的选择，要不然都这样无法改变了，改逃避抑郁个啥劲。去我的主页约咨询吧，及时求助也是明智之举,0,human,psychology,103,train
PAIR-000516,SAMPLE-003091,1157,我有一个计算机相关的问题，请用中文回答，什么是 Internet Explorer,"Internet Explorer（简称：IE）是微软公司推出的一款网页浏览器。原称Microsoft Internet Explorer（6版本以前）和Windows Internet Explorer（7、8、9、10、11版本）。在IE7以前，中文直译为“网络探路者”，但在IE7以后官方便直接俗称""IE浏览器""。 2015年3月微软确认将放弃IE品牌。转而在Windows 10上，用Microsoft Edge取代了Internet Explorer。2016年1月12日，微软公司宣布于这一天停止对Internet Explorer 8/9/10三个版本的技术支持，用户将不会再收到任何来自微软官方的IE安全更新；作为替代方案，微软建议用户升级到IE 11或者改用Microsoft Edge浏览器。 2022年6月15日21:00，微软停止支持Internet Explorer。浏览器的最新可用版本IE 11，转而只提供其当前的浏览器Microsoft Edge。12月，在微软系统推送的更新计划文档中明确表示，微软将于2023年2月14日关闭IE浏览器，取而代之的是Edge浏览器。",0,human,baike,500,train
PAIR-000704,SAMPLE-004223,5951,日本国铁201系电力动车组什么时候退役的？,201系电力动车组在2017年6月正式退役。,1,GLM,nlpcc_dbqa,27,train
PAIR-000930,SAMPLE-005575,9310,跟室友相处不自在，经常被开玩笑导致不自信，怎么办？,你在人际关系中的不自信，用专业的语言定义，就是自卑。自卑是对自己能力和品质的评价过低。自卑的前提是自尊，当人的咨询需要得不到满足，又不能恰如其分、实事求是地分析自己时，就容易产生自卑。想改变现状，首先要战胜自卑。可采用认知法：全面、客观地认识、辩证地看待别人和自己。也可采用作业法：自卑感往往是在表现在自己的过程中，由于受到挫折、对自己的能力发生怀疑造成的。有此心力，不妨多做一些力所能及、把握较大的事情，一举成功后便会有一份喜悦，每一次成功都是对自信的强化。补偿法：通过努力奋斗，以某方面的成就来补偿缺陷。领悟法-心理分析法：又自卑心理感受的人，主动求助心理咨询师，进行心理咨询和心理分析治疗。暗示法-自我鼓励法：通过积极的自我暗示、自我鼓励、进行自助的方法。成功性格训练法：有自卑心理的人常常在性格上表现出不当之处，如内向、不与人交往、敏感多疑等，可尝试成功性格训练法。,0,human,psychology,387,train
PAIR-000437,SAMPLE-002620,9662,怎样才能认识更多和自己有深层内心共鸣的人?,放下预设的社交面具，先真诚面对自己的脆弱与渴望。主动参与能激发你热情的小众活动，如读书会、艺术工坊或公益项目。交谈时少谈观点，多分享感受与经历，并专注倾听对方的生命故事。共鸣不在频率，而在深度——允许差异存在，却能在核心价值上彼此照见。耐心等待，真正的连接会自然生长。,1,DeepSeek,psychology,163,train
PAIR-000182,SAMPLE-001092,6651,分期付款可以一次性付清吗,是的，分期付款可以一次性付清。分期付款是指将购买的商品或服务的总金额分成几期进行支付的方式。这种方式通常用于购买大件商品或服务，如家电、家具、汽车等，因为这些商品或服务的价格通常较高，一次性付清可能会给消费者带来很大的负担。因此，分期付款可以帮助消费者分摊购买商品或服务的费用，使每期还款额度更小，更易于接受。不过，分期付款也有一些附加费用，如手续费、利息等，因此消费者在使用分期付款时要认真阅读合同，了解相关费用的情况。如果消费者有足够的资金，可以选择一次性付清，以减少分期付款带来的附加费用。,1,GPT初始,finance,248,train
PAIR-000318,SAMPLE-001906,4534,如何评价2017年是国家司法考试最后一年？这可能会对法学专业在读学生有何影响？,2017年作为国家司法考试收官之年，标志着传统法律职业准入模式的终结，具有承前启后的历史意义。对法学在读生而言，这既是挑战也是机遇：一方面，未通过者需适应新的法律职业资格考试，其考试范围、题型及难度均有调整，备考压力增大；另一方面，改革强化了实务能力与法律伦理考察，促使学生更注重理论与实践结合。同时，过渡期政策为部分学生提供了缓冲，但整体竞争格局未变。,1,DeepSeek,open_questions,199,train
PAIR-000162,SAMPLE-000969,5198,全球青年领袖会议中青年人都是什么年龄段的？,全球青年领袖会议通常关注18至35岁的青年群体，涵盖大学生、职场新人及社会活动人士，旨在汇聚不同背景的年轻领导者,1,Qwen3,nlpcc_dbqa,48,train
PAIR-000248,SAMPLE-001483,7196,"咽部有异物感，呼吸困难 咽部不适,伴有疼痛,呼吸困难并有异物感.在医院做过喉镜,医生说没什么只是咽喉炎,建议吃药,却没多大效果",可以找中医调理或针灸治疗,0,human,medicine,12,train
PAIR-000221,SAMPLE-001321,7891,变天就腰痛 曾劝架时被欧打，中药诊治无效果;痛处栘动猜寒气，草药吃过痛未消;腰肌劳损来诊治，通迪甲钴也无效;今日变天腰叉痛，寻求帮助谢专家！,腰痛的原因很多：如腰痛不能直者、腰痛不能府者、腰痛而不上者、腰痛廉头痛、腰痛足直痛、背骨痛（腰椎盘突出）、腰腿痛、腰腿筋骨痛、肝肾两虚也是腰痛胸闷（肝炎）对你所说的病情来了解，很有可能是腰椎盘突出症。注意避免过多地食用生泠寒湿的食物，即使在夏天，也不宜多饮冰冻的饮料。对于性寒滑的水果，如西瓜，也不宜一次进食太多。对于慢性腰痛持续不断的，可常服一些固肾壮腰的中成药，如六味地黄丸,0,human,medicine,189,train
PAIR-000068,SAMPLE-000403,8539,个体户企业聘用退休人员，无任何合同，在下班后突然倒地，后送至医院抢救半月后死亡。在住院期间企业方支付了住院费以及抚恤金。请问时候还来要钱该如何处理,不属于工伤，也不是工作中死亡，应当由死者自己承担责任。,0,human,law,27,train
PAIR-000358,SAMPLE-002145,2702,宋太宗是如何打破封建社会常规父死子继制度完成兄终弟及登上皇位的？,宋太宗赵光义在976年其兄宋太祖赵匡胤去世后，通过“烛影斧声”之谜登上皇位，打破了封建社会常规的父死子继制度，实现了兄终弟及。据史书记载，赵匡胤在驾崩前曾与赵光义密谈，随后赵光义即位，成为宋朝第二位皇帝。这一过程引发了后世诸多猜测，有人认为赵光义通过政变手段夺权，也有人认为赵匡胤有意传位。尽管具体细节仍存争议，但赵光义的即位确实标志着宋朝皇位继承制度的特殊性，为后世留下了许多历史谜团。,1,Qwen3,open_questions,203,train
PAIR-000142,SAMPLE-000847,7039,信用卡提现到注销银行卡里面了怎么办,建议和注销卡所属银行确认是否会退回，若可以退回，退回后重新办理提现。,0,human,finance,34,train
PAIR-000936,SAMPLE-005611,7588,转氨酶高要怎么办 肺炎住院，检查血转氨酶，丙氨酸转移酶213，天冬氨酸转移酶264，大夫说有可能是病毒引起的，,你的这种情况可能是肝功能受损，肝功能受损的本质是肝细胞变性、坏死，其结果必然导致肝细胞内的酶向血中逸出，肝细胞内合成蛋白、糖元异生能力下降，和需经肝脏处理的胆红素、氨等在血中滞留等。建议详细检查肝功能及乙肝两对半，提醒患者们，如果肝病内科疾病病情病发，除了再服用药物控制病情外，患者还需要多注意自身护理，合理饮食，避免寒冷食物，这样可以帮助患者缓解肝病内科疾病症状，希望对您有帮助，祝您健康！,0,human,medicine,196,train
PAIR-000555,SAMPLE-003326,1164,我有一个计算机相关的问题，请用中文回答，什么是 单总线,单总线是采用单根信号线完成双向数据传输的半双工通信协议，具有接口简单、节省引脚的优点，常用于连接温度传感器等低速设备。理解时可以结合定义、作用、工作方式和常见应用来看，会更容易掌握。如果信息不足，应结合具体背景进一步核实，避免只凭单一说法下结论。,1,GPT-5,baike,115,train
PAIR-000382,SAMPLE-002287,6446,小型洗碗机多少钱一台,目前招行商城可以购买，免运费，免息分期，您可以搜索一下：http://mall.cm####na.com/,0,human,finance,53,train
PAIR-000218,SAMPLE-001307,8024,双肋骨里边疼，左侧疼的厉害，上半身活动就 不是骨头疼是里边疼，做过CT正常，没做过B超，半年前有过外伤致肋骨多处骨折，现在是骨折多的一侧疼的厉害请问吃些什么药好点？:,建议服用布洛芬缓解疼痛，配合甲钴胺营养神经。因有外伤骨折史且疼得厉害，需尽快做B超排查内脏损伤，切勿仅靠止痛药掩盖病情，应立即去正规医院胸外科复查。,1,GLM,medicine,101,train
PAIR-000746,SAMPLE-004471,6213,武汉大学水利水电学院哪一年开设水利工程系？,1951年，武汉大学工学院设立了水利工程系。,0,human,nlpcc_dbqa,22,train
